incident_id,project,environment,detected_at,resolved_at,detection_method,severity,root_cause_category,primary_symptom,sla_breached,impact_duration_minutes,impacted_requests,deployment_id,rollback_performed,retrain_triggered
INC-ba81a57a,energy_forecasting,staging,2024-03-03T05:00:00,2024-03-03T08:00:00,alerting,SEV2,data_drift,metric_degradation,True,180,20,617854e9-6559-448d-8cc0-1f052343abe5,True,False
INC-915c5511,fraud_detection,staging,2024-03-03T08:00:00,2024-03-03T08:19:00,user_report,SEV2,external_dependency,latency_spike,True,19,23,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-f55313cf,energy_forecasting,dev,2024-03-03T08:00:00,2024-03-03T08:39:00,dashboard,SEV1,external_dependency,latency_spike,True,39,11,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,False
INC-87ff6622,energy_forecasting,dev,2024-03-03T09:00:00,2024-03-03T12:22:00,dashboard,SEV3,infra_outage,latency_spike,True,202,6,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,False
INC-0406cfaa,energy_forecasting,staging,2024-03-03T07:00:00,2024-03-03T10:36:00,alerting,SEV2,data_drift,metric_degradation,True,216,94,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-bdef90b4,fraud_detection,staging,2024-03-03T10:00:00,2024-03-03T12:35:00,alerting,SEV3,infra_outage,latency_spike,True,155,21,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-6724d5fc,energy_forecasting,staging,2024-03-03T11:00:00,2024-03-03T12:44:00,dashboard,SEV2,external_dependency,latency_spike,True,104,22,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-1e0a1641,energy_forecasting,dev,2024-03-03T10:00:00,2024-03-03T14:09:00,user_report,SEV2,external_dependency,latency_spike,True,249,23,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,False
INC-31e48ad5,fraud_detection,staging,2024-03-03T13:00:00,2024-03-03T15:43:00,dashboard,SEV3,external_dependency,latency_spike,True,163,29,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-5ef9fc6c,fraud_detection,staging,2024-03-03T14:00:00,2024-03-03T15:56:00,alerting,SEV3,infra_outage,latency_spike,True,116,23,25e0246d-b699-4fd2-b62a-208b67bb2920,False,True
INC-2537256f,energy_forecasting,dev,2024-03-03T15:00:00,2024-03-03T18:48:00,user_report,SEV1,infra_outage,latency_spike,True,228,4,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,False
INC-479b7f36,energy_forecasting,staging,2024-03-03T14:00:00,2024-03-03T18:56:00,user_report,SEV1,data_drift,metric_degradation,True,296,112,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-9006815e,energy_forecasting,dev,2024-03-03T16:00:00,2024-03-03T18:33:00,dashboard,SEV2,external_dependency,latency_spike,True,153,5,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,True
INC-dbafaa00,fraud_detection,staging,2024-03-03T18:00:00,2024-03-03T18:16:00,user_report,SEV2,infra_outage,latency_spike,True,16,33,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-71ccbb67,energy_forecasting,dev,2024-03-03T17:00:00,2024-03-03T22:45:00,user_report,SEV1,external_dependency,latency_spike,True,345,25,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,True
INC-d68c915f,fraud_detection,staging,2024-03-03T19:00:00,2024-03-03T21:05:00,dashboard,SEV3,infra_outage,latency_spike,True,125,38,25e0246d-b699-4fd2-b62a-208b67bb2920,True,True
INC-140dc639,fraud_detection,staging,2024-03-03T20:00:00,2024-03-03T23:50:00,dashboard,SEV2,infra_outage,latency_spike,True,230,51,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-7253491d,energy_forecasting,staging,2024-03-03T16:00:00,2024-03-03T23:42:00,user_report,SEV2,external_dependency,latency_spike,True,462,171,617854e9-6559-448d-8cc0-1f052343abe5,True,False
INC-3bb792d2,energy_forecasting,dev,2024-03-03T21:00:00,2024-03-03T23:27:00,dashboard,SEV3,external_dependency,latency_spike,True,147,10,9a224063-1d56-4258-8859-9145944b7d8f,True,False
INC-cd60a0ed,fraud_detection,staging,2024-03-03T22:00:00,2024-03-04T01:39:00,dashboard,SEV2,infra_outage,latency_spike,True,219,39,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-531b1b23,energy_forecasting,dev,2024-03-03T22:00:00,2024-03-04T00:56:00,user_report,SEV2,external_dependency,latency_spike,True,176,5,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-ab87f0bb,energy_forecasting,staging,2024-03-03T22:00:00,2024-03-03T23:17:00,dashboard,SEV2,external_dependency,latency_spike,True,77,18,ad077007-a017-4d54-a459-42a3d9a81a7e,False,False
INC-219351e2,energy_forecasting,staging,2024-03-04T00:00:00,2024-03-04T03:29:00,user_report,SEV3,data_drift,metric_degradation,True,209,3,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-640e14c8,energy_forecasting,prod,2024-02-09T20:00:00,2024-02-15T16:33:00,alerting,SEV1,external_dependency,latency_spike,True,8433,14016,937d2173-1e81-4b92-a723-f4763972e8e8,False,False
INC-f5537085,energy_forecasting,staging,2024-03-04T03:00:00,2024-03-04T04:13:00,dashboard,SEV1,data_drift,metric_degradation,True,73,7,617854e9-6559-448d-8cc0-1f052343abe5,False,True
INC-fd28f079,energy_forecasting,staging,2024-03-04T05:00:00,2024-03-04T06:29:00,user_report,SEV2,data_pipeline_failure,metric_degradation,True,89,4,617854e9-6559-448d-8cc0-1f052343abe5,True,True
INC-4527c3d1,fraud_detection,staging,2024-03-04T06:00:00,2024-03-04T09:24:00,alerting,SEV3,external_dependency,latency_spike,True,204,11,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-9bb692d2,fraud_detection,staging,2024-03-04T07:00:00,2024-03-04T09:57:00,dashboard,SEV2,infra_outage,latency_spike,True,177,22,25e0246d-b699-4fd2-b62a-208b67bb2920,True,True
INC-b9f21f7c,energy_forecasting,staging,2024-03-04T06:00:00,2024-03-04T10:18:00,user_report,SEV3,external_dependency,latency_spike,True,258,39,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-6da04ef4,energy_forecasting,prod,2024-03-04T08:00:00,2024-03-04T10:47:00,alerting,SEV3,external_dependency,latency_spike,True,167,82,1af65828-1f0a-4893-8527-fefabb9b9ed9,False,False
INC-04a1fab1,fraud_detection,staging,2024-03-04T08:00:00,2024-03-04T12:19:00,user_report,SEV2,infra_outage,latency_spike,True,259,87,25e0246d-b699-4fd2-b62a-208b67bb2920,False,True
INC-70912074,fraud_detection,staging,2024-03-04T10:00:00,2024-03-04T13:16:00,user_report,SEV3,infra_outage,latency_spike,True,196,60,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-07032698,energy_forecasting,prod,2024-03-04T10:00:00,2024-03-04T11:02:00,user_report,SEV3,infra_outage,latency_spike,True,62,15,1af65828-1f0a-4893-8527-fefabb9b9ed9,False,False
INC-a37430fc,energy_forecasting,dev,2024-03-04T10:00:00,2024-03-04T13:56:00,dashboard,SEV3,external_dependency,latency_spike,True,236,27,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,True
INC-7c566dc9,energy_forecasting,staging,2024-03-04T09:00:00,2024-03-04T15:05:00,user_report,SEV2,external_dependency,latency_spike,True,365,118,617854e9-6559-448d-8cc0-1f052343abe5,False,False
INC-ab70bb4d,fraud_detection,staging,2024-03-04T12:00:00,2024-03-04T15:21:00,user_report,SEV1,external_dependency,latency_spike,True,201,54,d8ea992d-4721-41f3-8b14-78f97d45dfef,False,False
INC-87e0a0b1,energy_forecasting,dev,2024-03-04T13:00:00,2024-03-04T17:39:00,user_report,SEV3,infra_outage,latency_spike,True,279,12,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,True
INC-dc734d61,energy_forecasting,prod,2024-03-04T12:00:00,2024-03-04T16:39:00,dashboard,SEV2,external_dependency,latency_spike,True,279,97,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-415e6a7c,energy_forecasting,dev,2024-03-04T15:00:00,2024-03-04T16:29:00,dashboard,SEV2,external_dependency,latency_spike,True,89,6,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-49b2bb3b,energy_forecasting,staging,2024-03-04T14:00:00,2024-03-04T17:29:00,dashboard,SEV3,infra_outage,latency_spike,True,209,68,ad077007-a017-4d54-a459-42a3d9a81a7e,False,True
INC-4e82b7c0,fraud_detection,staging,2024-03-04T16:00:00,2024-03-04T16:26:00,dashboard,SEV2,external_dependency,latency_spike,True,26,26,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-2581a3f0,energy_forecasting,dev,2024-03-04T18:00:00,2024-03-04T18:50:00,alerting,SEV2,infra_outage,latency_spike,True,50,0,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,True
INC-6defa4ef,energy_forecasting,dev,2024-03-04T18:00:00,2024-03-04T22:50:00,dashboard,SEV2,external_dependency,latency_spike,True,290,7,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,True
INC-cc75797f,fraud_detection,staging,2024-03-04T18:00:00,2024-03-04T20:22:00,dashboard,SEV3,external_dependency,latency_spike,True,142,55,d8ea992d-4721-41f3-8b14-78f97d45dfef,True,False
INC-1246daf7,fraud_detection,staging,2024-03-04T19:00:00,2024-03-04T22:14:00,user_report,SEV3,infra_outage,latency_spike,True,194,60,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-230d801d,fraud_detection,staging,2024-03-04T21:00:00,2024-03-05T00:43:00,alerting,SEV1,external_dependency,latency_spike,True,223,72,d8ea992d-4721-41f3-8b14-78f97d45dfef,False,True
INC-468a9a14,energy_forecasting,staging,2024-03-04T17:00:00,2024-03-05T00:50:00,dashboard,SEV3,infra_outage,latency_spike,True,470,159,ad077007-a017-4d54-a459-42a3d9a81a7e,False,True
INC-86caf770,energy_forecasting,dev,2024-03-04T21:00:00,2024-03-05T00:03:00,dashboard,SEV1,infra_outage,latency_spike,True,183,26,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,True
INC-8c5879ce,energy_forecasting,dev,2024-03-04T22:00:00,2024-03-05T00:55:00,alerting,SEV2,external_dependency,latency_spike,True,175,0,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,False
INC-528e7336,energy_forecasting,prod,2024-03-04T18:00:00,2024-03-04T23:51:00,dashboard,SEV3,external_dependency,latency_spike,True,351,450,1af65828-1f0a-4893-8527-fefabb9b9ed9,False,False
INC-fabb331e,energy_forecasting,staging,2024-03-04T22:00:00,2024-03-05T00:47:00,alerting,SEV2,infra_outage,latency_spike,True,167,20,617854e9-6559-448d-8cc0-1f052343abe5,True,False
INC-c5bc6ae6,rag_qa_service,staging,2024-02-29T06:00:00,2024-02-29T23:42:00,alerting,SEV2,infra_outage,latency_spike,True,1062,278,272c5efc-6f94-41a6-a49e-4398a1df355f,True,True
INC-f3fbf93d,energy_forecasting,staging,2024-03-04T23:00:00,2024-03-05T02:07:00,dashboard,SEV2,external_dependency,latency_spike,True,187,18,617854e9-6559-448d-8cc0-1f052343abe5,True,True
INC-36a3f1f9,energy_forecasting,dev,2024-03-04T23:00:00,2024-03-05T00:44:00,dashboard,SEV2,external_dependency,latency_spike,True,104,1,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,False
INC-ce558a5d,fraud_detection,staging,2024-03-04T23:00:00,2024-03-05T01:14:00,alerting,SEV3,external_dependency,latency_spike,True,134,17,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-21063b5b,energy_forecasting,staging,2024-03-05T02:00:00,2024-03-05T02:45:00,alerting,SEV2,data_drift,metric_degradation,True,45,0,617854e9-6559-448d-8cc0-1f052343abe5,False,True
INC-423cfe0f,energy_forecasting,staging,2024-03-05T05:00:00,2024-03-05T07:30:00,user_report,SEV3,data_pipeline_failure,metric_degradation,True,150,4,617854e9-6559-448d-8cc0-1f052343abe5,True,False
INC-e45063a8,energy_forecasting,staging,2024-03-05T06:00:00,2024-03-05T08:40:00,user_report,SEV3,external_dependency,latency_spike,True,160,14,617854e9-6559-448d-8cc0-1f052343abe5,True,False
INC-3dd2522d,fraud_detection,staging,2024-03-05T06:00:00,2024-03-05T07:14:00,alerting,SEV3,infra_outage,latency_spike,True,74,20,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-7872d569,energy_forecasting,dev,2024-03-05T06:00:00,2024-03-05T08:44:00,user_report,SEV3,external_dependency,latency_spike,True,164,0,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,True
INC-56a8b5fd,fraud_detection,staging,2024-03-05T09:00:00,2024-03-05T10:04:00,alerting,SEV3,external_dependency,latency_spike,True,64,22,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-77ca1d22,energy_forecasting,dev,2024-03-05T08:00:00,2024-03-05T11:27:00,alerting,SEV2,external_dependency,latency_spike,True,207,29,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-cc990e80,fraud_detection,staging,2024-03-05T10:00:00,2024-03-05T11:17:00,user_report,SEV3,external_dependency,latency_spike,True,77,32,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-61a5cffb,energy_forecasting,dev,2024-03-05T10:00:00,2024-03-05T13:31:00,dashboard,SEV3,infra_outage,latency_spike,True,211,18,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,True
INC-d5d06d6e,fraud_detection,staging,2024-03-05T11:00:00,2024-03-05T14:30:00,alerting,SEV3,external_dependency,latency_spike,True,210,58,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-82148f41,energy_forecasting,dev,2024-03-05T13:00:00,2024-03-05T13:55:00,alerting,SEV1,external_dependency,latency_spike,True,55,1,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,False
INC-e0ff12af,fraud_detection,dev,2024-03-03T08:00:00,2024-03-05T17:30:00,dashboard,SEV2,infra_outage,latency_spike,True,3450,110,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-39ed4390,fraud_detection,staging,2024-03-05T14:00:00,2024-03-05T14:21:00,alerting,SEV3,model_bug,error_spike,True,21,520,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-a4a7b09e,fraud_detection,staging,2024-03-05T15:00:00,2024-03-05T16:13:00,dashboard,SEV1,external_dependency,latency_spike,True,73,13,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-7ae7080f,energy_forecasting,dev,2024-03-05T16:00:00,2024-03-05T18:14:00,dashboard,SEV3,external_dependency,latency_spike,True,134,5,f775afd8-1d5b-4e92-be69-23234ba9b3a2,False,True
INC-9068b8a3,fraud_detection,dev,2024-03-05T16:00:00,2024-03-05T19:10:00,user_report,SEV3,data_drift,metric_degradation,True,190,2,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-9f0e5810,energy_forecasting,staging,2024-03-05T07:00:00,2024-03-05T17:12:00,dashboard,SEV2,infra_outage,latency_spike,True,612,163,617854e9-6559-448d-8cc0-1f052343abe5,True,True
INC-4549d364,fraud_detection,dev,2024-03-05T17:00:00,2024-03-05T21:55:00,alerting,SEV2,data_pipeline_failure,metric_degradation,True,295,6,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-c1a5bb5e,energy_forecasting,dev,2024-03-05T17:00:00,2024-03-05T22:22:00,dashboard,SEV1,infra_outage,latency_spike,True,322,33,f775afd8-1d5b-4e92-be69-23234ba9b3a2,True,False
INC-717ef480,energy_forecasting,dev,2024-03-05T20:00:00,2024-03-05T23:43:00,dashboard,SEV3,infra_outage,latency_spike,True,223,60,9a224063-1d56-4258-8859-9145944b7d8f,False,True
INC-bdbcf4cb,fraud_detection,dev,2024-03-05T20:00:00,2024-03-05T23:18:00,user_report,SEV2,external_dependency,latency_spike,True,198,15,2cd8ecf0-67d0-442d-812b-1cc8e36f711c,False,True
INC-618fde4a,energy_forecasting,prod,2024-03-05T22:00:00,2024-03-06T01:22:00,user_report,SEV3,external_dependency,latency_spike,True,202,29,1af65828-1f0a-4893-8527-fefabb9b9ed9,False,False
INC-651e31b7,fraud_detection,staging,2024-03-05T16:00:00,2024-03-06T00:39:00,alerting,SEV1,infra_outage,latency_spike,True,519,817,25e0246d-b699-4fd2-b62a-208b67bb2920,True,True
INC-b2ff3535,fraud_detection,dev,2024-03-06T00:00:00,2024-03-06T01:16:00,dashboard,SEV1,data_pipeline_failure,metric_degradation,True,76,1,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-e7c3a094,fraud_detection,staging,2024-03-06T00:00:00,2024-03-06T02:47:00,alerting,SEV3,external_dependency,latency_spike,True,167,4,25e0246d-b699-4fd2-b62a-208b67bb2920,False,False
INC-d2501690,fraud_detection,staging,2024-03-06T02:00:00,2024-03-06T04:44:00,dashboard,SEV2,external_dependency,latency_spike,True,164,16,25e0246d-b699-4fd2-b62a-208b67bb2920,False,True
INC-09d54451,fraud_detection,dev,2024-03-06T04:00:00,2024-03-06T05:15:00,alerting,SEV3,data_pipeline_failure,metric_degradation,True,75,1,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,True
INC-5ef2b7be,energy_forecasting,dev,2024-03-06T06:00:00,2024-03-06T09:57:00,user_report,SEV1,infra_outage,latency_spike,True,237,11,f775afd8-1d5b-4e92-be69-23234ba9b3a2,False,False
INC-cca4e303,fraud_detection,dev,2024-03-06T05:00:00,2024-03-06T07:01:00,dashboard,SEV1,data_pipeline_failure,metric_degradation,True,121,4,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-a7521131,energy_forecasting,staging,2024-03-06T06:00:00,2024-03-06T09:01:00,user_report,SEV2,external_dependency,latency_spike,True,181,12,ad077007-a017-4d54-a459-42a3d9a81a7e,False,False
INC-10a47649,energy_forecasting,dev,2024-03-06T07:00:00,2024-03-06T09:08:00,dashboard,SEV1,data_pipeline_failure,metric_degradation,True,128,10,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-b110132a,fraud_detection,dev,2024-03-06T07:00:00,2024-03-06T10:44:00,user_report,SEV2,data_drift,metric_degradation,True,224,3,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-fdfb2a9f,fraud_detection,dev,2024-03-06T09:00:00,2024-03-06T11:31:00,alerting,SEV1,infra_outage,latency_spike,True,151,6,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-81aa88ee,energy_forecasting,prod,2024-03-06T08:00:00,2024-03-06T11:45:00,alerting,SEV3,external_dependency,latency_spike,True,225,190,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-9d0d43d9,energy_forecasting,staging,2024-03-06T08:00:00,2024-03-06T15:35:00,alerting,SEV3,external_dependency,latency_spike,True,455,105,ad077007-a017-4d54-a459-42a3d9a81a7e,True,False
INC-b079cf03,energy_forecasting,prod,2024-03-06T12:00:00,2024-03-06T13:46:00,alerting,SEV3,external_dependency,latency_spike,True,106,63,1af65828-1f0a-4893-8527-fefabb9b9ed9,False,True
INC-7340a5de,fraud_detection,dev,2024-03-06T11:00:00,2024-03-06T16:10:00,alerting,SEV2,external_dependency,latency_spike,True,310,6,2cd8ecf0-67d0-442d-812b-1cc8e36f711c,False,True
INC-da8aa482,energy_forecasting,dev,2024-03-06T08:00:00,2024-03-06T15:18:00,user_report,SEV3,external_dependency,latency_spike,True,438,224,f775afd8-1d5b-4e92-be69-23234ba9b3a2,False,False
INC-ac2d75e9,fraud_detection,dev,2024-03-06T14:00:00,2024-03-06T15:22:00,alerting,SEV2,infra_outage,latency_spike,True,82,6,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-71255551,energy_forecasting,prod,2024-03-06T18:00:00,2024-03-06T20:26:00,user_report,SEV2,infra_outage,latency_spike,True,146,0,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-b3878878,energy_forecasting,staging,2024-03-06T18:00:00,2024-03-07T00:52:00,dashboard,SEV2,external_dependency,latency_spike,True,412,292,ad077007-a017-4d54-a459-42a3d9a81a7e,True,False
INC-e1a56f92,fraud_detection,dev,2024-03-06T18:00:00,2024-03-07T02:18:00,alerting,SEV1,infra_outage,latency_spike,True,498,21,2cd8ecf0-67d0-442d-812b-1cc8e36f711c,False,False
INC-469dd580,energy_forecasting,dev,2024-03-06T15:00:00,2024-03-07T01:58:00,alerting,SEV1,data_drift,metric_degradation,True,658,183,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-054b7b53,fraud_detection,staging,2024-03-06T06:00:00,2024-03-07T01:51:00,user_report,SEV1,infra_outage,latency_spike,True,1191,1574,25e0246d-b699-4fd2-b62a-208b67bb2920,True,False
INC-0cb3ed34,energy_forecasting,prod,2024-03-06T22:00:00,2024-03-07T01:57:00,dashboard,SEV2,external_dependency,latency_spike,True,237,100,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-7ed8122b,fraud_detection,staging,2024-03-07T00:00:00,2024-03-07T01:40:00,user_report,SEV1,data_pipeline_failure,metric_degradation,True,100,14,d8ea992d-4721-41f3-8b14-78f97d45dfef,True,False
INC-1e9ee61e,energy_forecasting,dev,2024-03-07T01:00:00,2024-03-07T01:49:00,user_report,SEV1,external_dependency,error_spike,True,49,30,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,False
INC-fdddf377,energy_forecasting,dev,2024-03-07T02:00:00,2024-03-07T05:02:00,alerting,SEV2,infra_outage,latency_spike,True,182,4,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,False
INC-b3e2d05e,fraud_detection,staging,2024-03-07T01:00:00,2024-03-07T03:01:00,alerting,SEV2,data_drift,metric_degradation,True,121,24,d8ea992d-4721-41f3-8b14-78f97d45dfef,False,True
INC-ae0abb0c,fraud_detection,dev,2024-03-07T01:00:00,2024-03-07T02:45:00,alerting,SEV2,data_drift,metric_degradation,True,105,1,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-299dafbe,energy_forecasting,dev,2024-03-07T02:00:00,2024-03-07T03:47:00,dashboard,SEV3,data_drift,metric_degradation,True,107,11,9a224063-1d56-4258-8859-9145944b7d8f,True,False
INC-b09d2ff7,fraud_detection,dev,2024-03-07T02:00:00,2024-03-07T05:14:00,user_report,SEV2,data_pipeline_failure,metric_degradation,True,194,11,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-2190e181,fraud_detection,staging,2024-03-07T03:00:00,2024-03-07T05:05:00,dashboard,SEV1,data_pipeline_failure,metric_degradation,True,125,22,d8ea992d-4721-41f3-8b14-78f97d45dfef,True,False
INC-d2ea4ff5,fraud_detection,dev,2024-03-07T04:00:00,2024-03-07T07:38:00,dashboard,SEV2,data_drift,metric_degradation,True,218,0,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-a13c37be,energy_forecasting,dev,2024-03-07T04:00:00,2024-03-07T07:26:00,user_report,SEV3,infra_outage,latency_spike,True,206,3,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,True
INC-d546de8d,fraud_detection,staging,2024-03-07T04:00:00,2024-03-07T07:33:00,user_report,SEV1,data_pipeline_failure,metric_degradation,True,213,40,d8ea992d-4721-41f3-8b14-78f97d45dfef,False,False
INC-9fa71a6d,energy_forecasting,dev,2024-03-07T06:00:00,2024-03-07T10:05:00,dashboard,SEV1,data_drift,metric_degradation,True,245,15,9a224063-1d56-4258-8859-9145944b7d8f,True,False
INC-014b0fb2,energy_forecasting,dev,2024-03-07T08:00:00,2024-03-07T11:04:00,dashboard,SEV3,data_drift,metric_degradation,True,184,32,9a224063-1d56-4258-8859-9145944b7d8f,True,False
INC-2f9c1e0c,energy_forecasting,dev,2024-03-07T09:00:00,2024-03-07T12:29:00,alerting,SEV2,external_dependency,latency_spike,True,209,7,481bc661-7a6a-4429-9f9d-1672ba3dea74,True,False
INC-9ad7b9ce,energy_forecasting,prod,2024-03-07T09:00:00,2024-03-07T12:14:00,user_report,SEV3,external_dependency,latency_spike,True,194,0,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-217babae,fraud_detection,dev,2024-03-07T05:00:00,2024-03-07T10:52:00,user_report,SEV1,data_pipeline_failure,metric_degradation,True,352,15,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-f33d9226,energy_forecasting,dev,2024-03-07T10:00:00,2024-03-07T13:17:00,user_report,SEV2,infra_outage,latency_spike,True,197,35,f775afd8-1d5b-4e92-be69-23234ba9b3a2,False,False
INC-c0cca3a2,energy_forecasting,dev,2024-03-07T12:00:00,2024-03-07T12:33:00,user_report,SEV1,infra_outage,latency_spike,True,33,17,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,True
INC-f03bccb1,fraud_detection,dev,2024-03-07T11:00:00,2024-03-07T12:28:00,alerting,SEV2,external_dependency,latency_spike,True,88,2,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-535f9e89,energy_forecasting,dev,2024-03-07T12:00:00,2024-03-07T13:48:00,dashboard,SEV2,external_dependency,latency_spike,True,108,12,f775afd8-1d5b-4e92-be69-23234ba9b3a2,False,False
INC-733aab68,energy_forecasting,prod,2024-03-07T11:00:00,2024-03-07T13:43:00,alerting,SEV3,infra_outage,latency_spike,True,163,138,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-73f0a6ba,energy_forecasting,dev,2024-03-07T13:00:00,2024-03-07T14:16:00,user_report,SEV2,external_dependency,latency_spike,True,76,21,481bc661-7a6a-4429-9f9d-1672ba3dea74,False,True
INC-d894a7bf,energy_forecasting,staging,2024-03-07T06:00:00,2024-03-07T16:59:00,user_report,SEV3,infra_outage,latency_spike,True,659,86,ad077007-a017-4d54-a459-42a3d9a81a7e,True,True
INC-03230d5c,fraud_detection,dev,2024-03-07T12:00:00,2024-03-07T16:53:00,user_report,SEV2,external_dependency,latency_spike,True,293,22,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-6752c49f,energy_forecasting,dev,2024-03-07T16:00:00,2024-03-07T19:51:00,alerting,SEV2,data_drift,metric_degradation,True,231,9,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-3f309b60,fraud_detection,dev,2024-03-07T16:00:00,2024-03-07T20:44:00,dashboard,SEV2,infra_outage,latency_spike,True,284,4,06261d7b-a3a9-4f87-8900-f0f18068efc0,True,False
INC-d69f5b9c,energy_forecasting,dev,2024-03-07T17:00:00,2024-03-07T19:22:00,dashboard,SEV3,infra_outage,latency_spike,True,142,17,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-eb855471,energy_forecasting,staging,2024-03-07T16:00:00,2024-03-07T18:03:00,alerting,SEV1,external_dependency,latency_spike,True,123,11,ad077007-a017-4d54-a459-42a3d9a81a7e,True,False
INC-e7947cc7,energy_forecasting,dev,2024-03-07T18:00:00,2024-03-07T18:52:00,dashboard,SEV2,infra_outage,latency_spike,True,52,15,9a224063-1d56-4258-8859-9145944b7d8f,False,False
INC-c700d058,energy_forecasting,prod,2024-03-07T17:00:00,2024-03-07T19:10:00,alerting,SEV3,external_dependency,latency_spike,True,130,317,1af65828-1f0a-4893-8527-fefabb9b9ed9,True,False
INC-518907f5,fraud_detection,dev,2024-03-07T18:00:00,2024-03-07T19:28:00,user_report,SEV2,external_dependency,latency_spike,True,88,6,06261d7b-a3a9-4f87-8900-f0f18068efc0,False,False
INC-0ff92429,energy_forecasting,dev,2024-03-07T19:00:00,2024-03-07T20:53:00,dashboard,SEV1,external_dependency,latency_spike,True,113,13,9a224063-1d56-4258-8859-9145944b7d8f,False,True
INC-ddd07c0d,fraud_detection,dev,2024-03-07T20:00:00,2024-03-08T00:29:00,user_report,SEV2,infra_outage,latency_spike,True,269,8,2cd8ecf0-67d0-442d-812b-1cc8e36f711c,True,True
